longitude,latitude
95.91600344950325,16.413515217730268
95.81729827883677,16.41880466234139
96.07853466807084,16.420510536923715
95.88599499382615,16.428482034053427
95.99243562862615,16.44208615260792
96.05938355038283,16.44558374264388
96.29757447873051,16.44636694804794
96.29726334332453,16.446602980274655
95.82445438747547,16.447235981362926
95.96323183310355,16.448265944944133
95.96197656715992,16.456398372322905
95.90406229235667,16.45903779964632
96.04413792860407,16.461451776127273
95.8579282433553,16.470592718310616
96.06129327688583,16.477684456243576
95.96219113835342,16.484904934849876
95.9629206973714,16.485720327889897
95.9645943914932,16.48707215282753
95.96450856138502,16.487447661548504
96.15407635978065,16.489271554939258
95.96280268484576,16.492897889974405
95.96331766647329,16.49418534722753
95.9633605820166,16.494721787605183
95.88199315291959,16.497178682564858
95.83869150401117,16.51513883453733
95.86346430482479,16.518572053541394
96.10218094272153,16.52113623614058
95.84219982171416,16.522809927653125
95.88487919776784,16.526500630870594
95.88425693021742,16.52672593747303
96.01407582588858,16.52716582146592
96.04730292163434,16.54939602965561
96.07733304427327,16.550415266393752
95.885640942791,16.554020145288014
95.89631609695424,16.55915924059101
95.90475966536947,16.57474818475942
95.91613219058857,16.575552846630522
95.91438339785367,16.576808115921533
95.88435348660218,16.579286471262115
95.89950255134387,16.580852871633265
95.91423319508283,16.582623126705993
95.9155957554294,16.58334209683814
95.91002750273626,16.584811943107617
95.91703340949674,16.58561660125368
95.89909485727003,16.58584190916074
95.91394351483925,16.586185226984203
95.91714069998582,16.586582195759927
95.90225985575911,16.589715000742252
95.90683032239619,16.590026137126713
95.90902972646485,16.590305090441394
95.88940675505856,16.5919787781259
96.22046638347385,16.600765666888012
96.28983901197358,16.60840457282447
95.93686023371635,16.610410861710058
95.89951327892508,16.63612793211417
95.82975441410899,16.63751194762316
95.84000041773133,16.638016203952567
95.82503374209182,16.652510811877097
96.3180023247,16.65475313018446
95.98143861106374,16.65523592474251
95.98077342503458,16.655439772268664
96.29329368711853,16.668196456910618
96.02301291685505,16.670031079204367
96.02293781954658,16.670417319317423
96.02289489748014,16.670857198744137
96.02283053068827,16.67125416099675
96.0243218311417,16.6750843421161
96.2840883757229,16.676371799609548
96.33759311131992,16.679450968968922
96.19812902115288,16.68541617804388
96.04879422176161,16.69114535987029
96.01853900921199,16.69350569290056
96.31021300765393,16.694256709037887
96.04992074988147,16.699245603200815
96.04573651408776,16.70270027549619
96.3102344654256,16.706530459362114
95.96654703151391,16.70705616628776
96.31250917877385,16.709094780670846
96.33031898567522,16.71557497734713
96.52231149367766,16.719115479424527
95.88279780957221,16.74133482391554
96.52388862587004,16.7409485902226
96.39846853205341,16.762749650706805
96.26105364341035,16.77066750110711
96.26163300120243,16.781417758775774
96.2616115418,16.781632336492383
96.26162226872889,16.781857645377908
96.42820876786784,16.800933589820975
96.43123429190543,16.80228541965094
96.43198530347658,16.80261801021935
96.42973225791417,16.805579161594263
96.42806929430898,16.806662770583088
96.42864865186074,16.80743524514439
95.81576405631691,16.80974193635475
95.87075989026674,16.845372421443578
96.41046333167222,16.866304309419604
96.4111821637613,16.86650815564114
96.51417906556075,16.888330671613915
96.25236331812259,16.89304061539756
96.49651924945911,16.897707644942507
96.50928673104414,16.898050969615237
96.50891122069238,16.898061695891823
96.49739901190026,16.89827627426074
96.49738828001036,16.898544494775724
96.49642268589893,16.898716153687456
96.51132520215151,16.899316965097004
96.49891177175611,16.900572232104924
96.51204403358827,16.900636609986083
96.51026304954388,16.90152709544225
96.51142176203815,16.901688030360486
96.51164706416024,16.90223519831935
96.51113208472997,16.90299694236404
96.51179726660493,16.903039856602742
96.51185091690488,16.903898163555308
96.51224788111443,16.90429512580792
96.3498775924869,16.90558258447553
96.50066077491716,16.905475293224274
96.43319766072615,16.908393529622344
96.43285433735804,16.908522273316912
96.49670164077573,16.908758307500555
95.9375041723,16.90943422535094
95.93726792942097,16.909455679861043
96.4320282198267,16.909123090271102
96.50481282079183,16.909208920705435
96.50489865318309,16.909423494508175
96.50456605641773,16.909584426164855
95.9427076411583,16.910195967850683
96.50481282340107,16.90965953162722
96.43236081611143,16.90976681820244
96.43210331974443,16.909820462305433
95.93686023208556,16.91045346078446
95.96827437071717,16.91057147787628
96.43244664295804,16.91014232203108
96.43301527340924,16.91014232431417
96.43242518355561,16.910281795589942
95.94298658566677,16.91089334012534
95.96854259253676,16.911633626484203
96.43338004754524,16.912159339606806
96.4337662885681,16.912491929849057
96.42077371219725,16.912963996585574
96.4335624376259,16.913049829955305
96.4345494871229,16.913918862532146
96.43371264039675,16.913993966689894
96.4342919994076,16.914219267747686
96.43365899579592,16.914305097203552
96.43348734031741,16.914626961169223
96.4318243726267,16.914680607555308
96.53685974692398,16.91484153953814
96.43284360862671,16.91513121880325
96.43284360879836,16.91513121880325
96.43354098294412,16.915485264534077
96.53666662665287,16.915453081790453
96.5356473919575,16.915506725893447
96.43317620604438,16.915667653310106
96.5349285614992,16.9156783861098
96.43038671481716,16.916000249423156
96.53452086905612,16.91608607920518
96.43292944264876,16.916225554394817
96.43223207159288,16.916257740073842
96.53485345962453,16.916161181079836
96.53648423787685,16.916204096297
96.4327577824324,16.91632211306267
96.5092438148485,16.9172771165
96.52819087623216,16.91726638891879
96.52793338419102,16.917352218374656
96.5184383984226,16.917620440846573
96.52689268944088,16.917717000166736
96.51655012975993,16.917813553942253
96.51903920754907,16.917910114893193
96.52635625134633,16.917920846062113
96.51945763116105,16.917963762910055
96.5180199741583,16.918017400489944
96.53781461156593,16.9180925053
96.5121084036417,16.918189067229406
96.51141102956461,16.918296355109245
96.53077651423408,16.918811338041394
96.5153055900929,16.918982998446573
96.51187237402424,16.91900445067359
96.43347660621309,16.91916538442453
96.53001477442942,16.91913320135475
96.51305253744088,16.91924048662534
96.53018643268884,16.919240484204924
96.52966072413241,16.919261941976586
96.51238735597792,16.91940141618776
96.52928521573759,16.91973401034388
96.5292530290801,16.92022753466323
96.53315831034033,16.92038847121224
96.533222683003,16.92080689025805
96.43048327502996,16.922426940929153
96.53057267029564,16.922448394975774
96.54366180420138,16.92256641481417
96.53017570315069,16.922738075682833
96.52962853193027,16.922748803126712
96.53527188421499,16.922759533454496
96.53071214124526,16.922770262529152
96.53179575088639,16.92282390924139
96.52899553582017,16.922845363888825
96.53327632677984,16.922856089375774
96.53353381669238,16.92288827929482
95.92955392289045,16.92352128062341
96.5377287781962,16.922931190924274
96.54638692237111,16.922931194838142
96.43163125333407,16.923102852119094
96.53558302157792,16.923124309890756
96.54215977192672,16.9234139911128
96.51705438095668,16.92399334442453
96.54505655063896,16.924465411813355
96.5317528366477,16.924851649094006
96.54249236901823,16.924894564637327
96.30328220269944,16.925506107953936
96.54513165218746,16.925527561485577
96.30293887900517,16.925860157924784
96.54633327500656,16.925785053767036
96.49305384307658,16.925945985749873
96.51764446608965,16.92617129006922
96.54587194041743,16.926418054117164
96.50909360848995,16.926632630202995
96.54436990781662,16.926654090257745
96.50707659850163,16.926943767565923
96.50503812478502,16.927169070254493
96.50963005375993,16.92721198840706
96.30021376711822,16.927544578649314
96.50891122330164,16.927501665715237
96.54315755309045,16.92748020761742
96.54501363313871,16.927587492888012
96.50782761072509,16.927641139600254
96.30682270680244,16.92790935457059
96.50542436532723,16.92772696840381
96.50616464809838,16.927855715033772
96.54430553017578,16.928081019353122
96.54436990903541,16.928166847504368
96.53063704393678,16.928445795274403
96.5394453859902,16.92854235492072
96.53978871066293,16.92871401970325
96.54439136330518,16.928735474865668
96.54648347810355,16.92874620277303
96.54292151629757,16.928789121251754
96.27904584202315,16.929218272771102
96.30824963557166,16.92922900035231
96.5401856761771,16.92945430630244
96.53407025813434,16.929518675703555
96.52200035794552,16.92957232339426
96.50640068456512,16.93010876116267
96.50829967778776,16.93010876116267
96.53449940834906,16.930441354014167
96.2974135474,16.930784674532706
96.5339629673191,16.930570100729966
96.47450374981635,16.930655928228898
96.46883894693539,16.930677385348247
96.51039179878309,16.930731030103555
96.47249746708309,16.93097779610843
96.51421125091362,16.930945609124784
96.51046690131007,16.931106542738394
96.53231073805857,16.931085084966735
96.50843915330356,16.931170911161047
96.53164555105094,16.93114945567247
96.51656085677466,16.93148204558857
96.53287936313677,16.931632248033264
96.53777169634876,16.931782453413355
96.50866445729676,16.931857557571103
96.50718388670762,16.932029215504368
96.51602441794196,16.93211504952641
96.53761076371362,16.932211607215795
96.53281498721255,16.93237253822016
96.51599222802291,16.932490555964296
96.29564329917653,16.932833877049315
96.53976724995587,16.932597845801066
96.51847058312316,16.932844607239765
96.53948830381661,16.933016264194563
96.30579273728176,16.933488332561858
96.5365378793706,16.933284488623414
96.51709729813078,16.933348860307618
96.53748201545288,16.933595622072474
96.53913425547654,16.933670723620974
96.3060931481106,16.933917486364297
96.30460184391498,16.93406769076592
96.5303259062477,16.933853111744693
96.51664668647085,16.934024774244133
96.51672178810519,16.934378826171915
96.53744982912154,16.934475384187454
96.53400588677628,16.934507568888012
96.53843687781173,16.93464704636074
96.51586348204526,16.935634093094006
96.49098318759482,16.935666280163485
96.51626044690711,16.935848669179837
96.5364735083387,16.937672563875214
96.53255749493108,16.93780131344058
96.3077775707234,16.938123177732404
96.5365056956485,16.938369934278768
96.34997415050245,16.939228242862114
96.53493929299427,16.939571563620976
96.53504657956948,16.940107999758606
96.51220496100493,16.9405371568226
96.41979739010979,16.941041409323972
96.42002269116759,16.94119161274713
96.42000123730979,16.941406186223716
96.51108916894633,16.941352543339512
96.46170429321879,16.941438375816606
96.5351216788349,16.941674408369476
96.53464961438146,16.94207137160056
96.46214417590706,16.942371779425343
96.53890894691718,16.94262926844525
96.46347454535612,16.943026238525597
96.51437217963489,16.94366996384769
96.13850886979618,16.94427077949726
96.46229437280711,16.94441024848994
96.51456530251524,16.94437806770325
96.1386483466166,16.944893050309243
96.51456530218908,16.944807218244133
96.18727126722098,16.945161267236514
96.51073511986812,16.945311469681208
96.51487643694277,16.945493859435704
96.51072439130844,16.945644064163485
96.51975803833352,16.945644066446572
96.51151831818258,16.945772810141136
96.5276758933,16.945826455548755
96.52844836492591,16.945837180194566
96.51116427049483,16.946137587040884
96.51651794123134,16.946180502584205
96.5160244146804,16.94625560739426
96.51302035274033,16.946405808620163
96.51097115470407,16.946470179652056
96.52193598682778,16.94653455198857
96.51982241262698,16.946609656060488
96.51887827752317,16.946845690329965
96.52721455699427,16.94684568893951
96.51539142020107,16.94729629929482
96.51575619351311,16.947467956575775
96.51114281239701,16.94748942054439
96.51959710667684,16.947800550405738
96.10064672696511,16.94841209624576
96.5132778427387,16.948283348311172
96.515788383106,16.94828334994195
96.51808434290712,16.948304808365922
96.52531555496542,16.94835844953352
96.52276210557791,16.948379906979024
96.51341732021143,16.94869104140655
96.52073435911636,16.948830520510057
96.51408250689289,16.949088005942254
96.51226933921225,16.949184564610103
96.51770883516461,16.949388417680904
96.53213907164526,16.950783158488015
96.53257895368121,16.95104065044332
96.53163481825125,16.951147936366226
96.18849455725943,16.951673648836515
96.17712182293596,16.952349560575772
96.57948547527278,16.952092072774658
96.5785735330234,16.952295919648503
96.50973733772591,16.952403210223412
96.57832676571391,16.952585597282834
96.27845575884713,16.953154226686898
96.27871324721472,16.95341171244525
96.57757575120736,16.953540459075214
96.28085901002996,16.954484594831335
96.28117014445749,16.95475281371554
96.57779032892397,16.954666983281207
96.5825968274616,16.95565403099294
96.57907778389401,16.955932985286086
96.2738960194651,16.95674837212915
96.27411059326785,16.95711315098583
96.27376727479208,16.957316995576587
96.27433589660873,16.9574671993259
96.2739603934324,16.95767104880899
96.27458266359207,16.957842709025343
96.27427152394606,16.95802509877984
96.56982955915231,16.957778336688826
96.32885986885806,16.95821821722447
96.32942849524089,16.958422207555564
96.32873112255425,16.95854022073352
96.51038106500494,16.958497303233266
96.27466849370025,16.958797712688828
96.28763960888338,16.958969372579027
96.27549460747221,16.959280505375776
96.27514055978446,16.959527268771406
96.27570918714575,16.959656019641393
96.2838201545556,16.9602890157515
96.5496270182545,16.960246098903557
96.55859629644495,16.9602461015128
96.6132490137651,16.961640843624533
96.61360306536673,16.9616622992161
96.46516969464032,16.962306027044438
96.46522333817684,16.962767369564297
96.57529051907328,16.962917569725903
96.46524479627465,16.96319651804525
96.57249029935505,16.96343255428883
96.5718787610166,16.964119197763484
96.00708065225395,16.96536374069208
96.54753489945642,16.96515989120899
96.54741688530001,16.96541737957659
95.88936383560136,16.967992292040073
96.23246118537573,16.967659701797817
96.23300834876842,16.96813176722971
96.22930691568665,16.968153224022906
96.22922108720925,16.96856092233677
96.46621038621473,16.96872185334114
96.58204966015505,16.9735820008741
96.5455608037068,16.974547592118792
95.9451430764752,16.97593160632316
96.27077393480273,16.976757721725903
96.56773744524656,16.9780129903646
96.23165652252617,16.97835631275424
96.58307962667165,16.978120279222907
96.58473186375993,16.978474331150686
96.51178654122099,16.97872109161092
96.56625686878664,16.97901077087603
96.56738339364495,16.979128790250943
96.56799493369999,16.979472111009805
96.57123502786678,16.9794935648676
96.59619021932753,16.97970814160574
96.58432417090486,16.980072924376284
96.58585838372589,16.98131746502179
96.51819163241773,16.981489123607364
96.58582620098227,16.982175765777402
96.58614806560024,16.982283056266482
96.58622316225642,16.9837636272676
96.51727968853758,16.98464339231798
96.58848694314194,16.984686307861303
96.08662418097059,16.991166506391522
96.2809770277741,16.991005573104065
95.92601341437577,16.993505383366738
96.58745697401609,16.9982904253515
96.58749989249482,16.998612290295632
96.20640092511174,16.99921310496674
96.58599785989401,16.999395491785833
96.58630899497383,16.99982464363134
96.25714836215012,17.003000505461603
96.30286378071823,17.010006415346318
96.29222080897247,17.01245257881092
96.05625074098883,17.01364347796267
96.1592154524744,17.014405225680907
96.15698386337903,17.014812914862418
96.3675157366485,17.015059677931895
95.82578475953378,17.018771846662926
96.29409834842315,17.020606466330268
96.17290540170355,17.025906499160744
96.23800797083871,17.027483627765413
96.23773975325912,17.02776257912316
96.2375680891289,17.028030796702744
96.17245479404332,17.028438490776587
96.15832496375667,17.028717439851246
96.17241187523844,17.02884618713352
96.15645815547491,17.02944699854307
96.1690752217515,17.02945772710274
96.15771342044006,17.029811781965922
96.16881773101498,17.030240928678772
96.16047072461498,17.030584255308433
96.06680809222858,17.030702271095635
96.16861388055342,17.03085247093108
96.16933271272833,17.0321292024741
96.17192908352996,17.032268675054496
96.1719076257583,17.032708558395075
96.17122098032671,17.0331806228485
96.13209305110406,17.035755535638142
96.1708669352482,17.03702153405531
96.17569489318826,17.037053719408178
96.37975751039806,17.037461416091265
96.17079182815505,17.037847653371916
96.17098495136155,17.038620121410105
96.15600754357466,17.039338953499186
96.15608264349238,17.03957498507359
96.18892371334495,17.03978956050711
96.15598608612915,17.039907581838953
96.15637232112671,17.040883901643323
96.18562975649512,17.041667245190453
96.18753969653135,17.041956921846317
96.33415990005776,17.04256846279401
96.16444037821172,17.043265836785274
96.15773487951635,17.0433409337676
96.15404417116622,17.043448225561303
96.17244406352671,17.043512595940886
96.15776706323844,17.043748629146066
96.31117859752534,17.04554034003352
96.30009575035255,17.045679815549317
96.16694019328091,17.046023134128085
96.16628573026678,17.0463342708387
96.3006751043166,17.046387918752565
96.18528644121224,17.04667759279919
96.1661355291267,17.04678488078202
96.18453542253432,17.046849251813917
96.1837200362749,17.04692435629782
96.16702602501985,17.046988725372778
96.16583512358501,17.047428609588827
96.37268701574226,17.04825472639919
96.37230078319945,17.048469301180397
96.3723115112613,17.04896283090706
96.37288013553271,17.049295417561606
96.06023112779727,17.050722350982834
96.15984845575993,17.05069016399919
96.15823913593158,17.051355351006805
96.0159211818575,17.05262135170706
96.01618939878477,17.05263207798365
96.43480697924987,17.053908807569734
95.9625559172101,17.05559322633733
96.29310057173976,17.055668328297816
96.15106156462889,17.056183306989944
96.15096500433026,17.056279869897818
96.43378774390217,17.05602237500711
96.43524686030736,17.056043837997258
96.15080407495668,17.05641934117359
96.43389503454576,17.05700942858964
96.43550435161035,17.057009426306553
96.32197198049401,17.05797502211742
96.32226165649756,17.058275423419097
96.32662827854388,17.058275425702185
96.32198271231525,17.058404171353683
96.32714326441143,17.059037170725343
96.32595236265044,17.059090813849874
96.32425721630163,17.059616523058608
96.32361348706567,17.06000276392697
96.43701711422996,17.060002761317726
96.28320861458639,17.07029168211417
96.28328371711335,17.070613546079837
96.28332663265667,17.070892493849872
96.2833695482,17.07116071534332
96.28343392151497,17.071718612840325
96.28354121037329,17.072072662811173
96.28227520991335,17.072244324744137
96.28362703615561,17.07238380091224
96.28239322602671,17.072587642567598
96.28365922322509,17.072619834117422
96.3935976566131,17.07303825675094
96.3909154575744,17.07325282794444
96.39106565936677,17.073628337317725
96.43481770861635,17.07371417199208
96.39109784765505,17.07391801397359
96.39100129127029,17.07421842505993
96.39093691469374,17.074443731010057
96.39102274708502,17.074583204242764
96.16969749158501,17.07502308269101
96.11331743636622,17.075269847391265
96.36717241612997,17.075044539484207
96.16983696547003,17.07552733869426
96.36741917561173,17.07533421548776
96.17224022024058,17.07684698162641
96.36823456702098,17.076686045970035
96.36828820892671,17.077083012462673
95.9200911188872,17.078263180531337
95.94490704457465,17.079132210498933
95.94491777085123,17.080097808266736
95.9456795158744,17.080419666361603
95.89847258874113,17.080816633832708
96.38873751332015,17.08049477149782
96.03852676069376,17.08109558258121
96.38727839691498,17.080838094539768
96.38857657938038,17.080891733424277
95.95009978593758,17.081406719944134
96.3872462086267,17.081127767607924
95.95526033835992,17.08168566608339
96.03803324075176,17.081621293094567
95.97758697236155,17.08201826350107
96.03671359660082,17.082189921108178
96.03746461469508,17.08224356618964
95.89866570901223,17.082436682873034
95.95474535347084,17.082404499803253
95.95386558963925,17.08246886985668
96.3623766413455,17.08241522510137
96.38578709311416,17.082522512328897
96.0369067162196,17.08298385246267
96.383802264891,17.08268344594251
96.38546523241006,17.082812191920162
95.95058258155993,17.083327316809243
96.31138244805555,17.08298385213652
96.16829202050162,17.083166242217168
96.38354477391417,17.082962395017166
96.31138244218475,17.083069683223158
96.38517554988339,17.083048225125342
96.31054560017927,17.083144784445505
96.31126442802834,17.083176971102997
95.95539981387572,17.083616991834333
96.38329800888775,17.083198428744197
96.30898992217084,17.08333804536892
96.33053356241336,17.083327315830775
96.38493952091822,17.083338040476587
96.30971948340324,17.083434599470593
96.3111142236267,17.08345605658994
96.30966583734332,17.08408905759238
95.95254594972833,17.084764976095073
96.05340760883433,17.08638502056922
95.97692178535394,17.08798361650706
95.97729728853027,17.08893847387059
96.1603527101324,17.092157118282277
96.33495382815069,17.09213566083677
96.34356905286842,17.094238504520973
95.95619374001173,17.09731766874769
96.31700454605968,17.09812232931417
95.96671869401335,17.098605125588826
95.97057033630324,17.10113712372778
95.96958328369918,17.10183449152209
96.37266555797059,17.104291391786084
96.16579221032478,17.10545009971417
96.16602823994225,17.107402739975214
95.95294291491635,17.114054597829153
95.95347935659862,17.11415115812778
96.03714274681555,17.114076054622345
96.39244967822316,17.113786375683393
96.11483020209289,17.11517039347547
96.27148203898446,17.115717564043575
96.12072031353321,17.116157439556424
96.35371849749676,17.117863323271102
96.03576945921392,17.118389033132146
96.0353295791349,17.118743083102995
96.03594112236567,17.119418997451497
96.31140390550107,17.121929538797257
96.35328934467279,17.12293804134525
96.3531927869834,17.124633194217164
96.28533291702071,17.124794125873844
95.97355294218826,17.125373623851754
96.35280655361662,17.125824230207364
