polygon
1
	93.0369179	13.8809883
	93.0368537	13.8811057
	93.0352834	13.8840945
	93.0337644	13.8871085
	93.0322971	13.8901469
	93.030882	13.8932089
	93.0295194	13.8962935
	93.0288513	13.8978413
	93.0280217	13.8998091
	93.0272418	13.9017137
	93.0257221	13.9055381
	93.0249678	13.9074963
	93.0242358	13.9095258
	93.0227894	13.9136768
	93.021436	13.9178578
	93.0201762	13.9220665
	93.0190107	13.9263011
	93.01794	13.9305595
	93.0169646	13.9348397
	93.016085	13.9391397
	93.0156615	13.9413366
	93.0153016	13.9434574
	93.0146148	13.9477907
	93.014025	13.9521377
	93.0135324	13.9564961
	93.0131372	13.9608641
	93.0128396	13.9652394
	93.0126399	13.96962
	93.0125381	13.9740038
	93.0125116	13.9762398
	93.0125342	13.9783887
	93.0126282	13.9827727
	93.0128202	13.9871536
	93.01311	13.9915294
	93.0134975	13.995898
	93.0139277	13.9998249
	93.0136271	14.0042335
	93.0134273	14.0086141
	93.0133255	14.0129979
	93.013299	14.0152341
	93.0133216	14.0173828
	93.0134156	14.0217668
	93.0136076	14.0261477
	93.0138975	14.0305235
	93.014285	14.034892
	93.0147701	14.0392513
	93.0153525	14.0435992
	93.016032	14.0479336
	93.0164036	14.0501397
	93.0168082	14.0522526
	93.0176807	14.056554
	93.0186492	14.0608357
	93.0197131	14.0650959
	93.0208721	14.0693323
	93.0221255	14.0735431
	93.0234727	14.0777261
	93.0249132	14.0818795
	93.0256711	14.0839871
	93.0264462	14.0860012
	93.028071	14.0900892
	93.0297868	14.0941417
	93.0315929	14.0981566
	93.0334884	14.1021322
	93.0354723	14.1060664
	93.0375437	14.1099574
	93.0397017	14.1138033
	93.0408217	14.1157477
	93.0415943	14.1170328
	93.0431989	14.1196569
	93.0448443	14.1222568
	93.0465299	14.124832
	93.0482556	14.1273819
	93.0500208	14.1299059
	93.0518252	14.1324034
	93.0536682	14.1348738
	93.0545994	14.1361022
	93.0600167	14.1431355
	93.0654323	14.1501668
	93.0708479	14.157198
	93.0762628	14.1642283
	93.0816779	14.1712588
	93.087093	14.1782894
	93.0925093	14.1853215
	93.097925	14.1923529
	93.1033391	14.1993822
	93.1087553	14.2064142
	93.1141705	14.2134449
	93.1195863	14.2204764
	93.1250002	14.2275055
	93.1304163	14.2345373
	93.1358307	14.241567
	93.1412464	14.2485984
	93.1466618	14.2556295
	93.1520777	14.262661
	93.1574918	14.2696904
	93.1629076	14.2767219
	93.1683224	14.2837522
	93.1737382	14.2907836
	93.1791527	14.2978136
	93.1845698	14.3048468
	93.1863989	14.3071511
	93.1885133	14.3097364
	93.1895192	14.3110676
	93.1899275	14.3116042
	93.190637	14.3125302
	93.1919994	14.3142685
	93.1927444	14.3151978
	93.1939186	14.3166352
	93.1959202	14.3190402
	93.1964221	14.3196385
	93.197256	14.3206248
	93.1978058	14.3212695
	93.1992721	14.3229372
	93.2013831	14.3252857
	93.2035873	14.3276861
	93.2074485	14.3319548
	93.2113883	14.3358424
	93.2137212	14.3380225
	93.2146343	14.3388758
	93.2179488	14.3418406
	93.2213284	14.3447336
	93.2230569	14.3461805
	93.2247721	14.347554
	93.2282781	14.3503004
	93.2318448	14.3529716
	93.2354705	14.3555662
	93.2391535	14.3580831
	93.242892	14.360521
	93.2466842	14.3628787
	93.2505284	14.3651551
	93.252483	14.366284
	93.2547186	14.367507
	93.2592605	14.3699197
	93.261547	14.3710982
	93.2621028	14.3713761
	93.2635344	14.3720781
	93.2664087	14.3734602
	93.2693046	14.3747986
	93.2722216	14.3760929
	93.2751589	14.3773429
	93.2781158	14.3785481
	93.2810916	14.3797084
	93.2840856	14.3808233
	93.2856017	14.3813747
	93.2877087	14.3820975
	93.2919678	14.3835081
	93.2962575	14.3848277
	93.3005757	14.3860558
	93.3049205	14.3871916
	93.3092897	14.3882347
	93.3136812	14.3891846
	93.318093	14.3900408
	93.3203115	14.3904467
	93.3225229	14.3908028
	93.3269687	14.3914704
	93.3314286	14.3920433
	93.3359001	14.3925211
	93.3403814	14.3929036
	93.3448701	14.3931906
	93.3521072	14.3933785
	93.3543513	14.3935459
	93.3588401	14.3938329
	93.3633342	14.3940243
	93.3678316	14.3941201
	93.3723301	14.3941201
	93.3768274	14.3940243
	93.3790666	14.3938451
	93.3813165	14.3937373
	93.3858066	14.3934741
	93.3902906	14.3931515
	93.3914073	14.3930412
	93.3947539	14.3926205
	93.3969775	14.3923168
	93.3992232	14.3921127
	93.4036691	14.3914451
	93.4058805	14.391089
	93.409693	14.390361
	93.4128538	14.3896358
	93.4136861	14.3894723
	93.4151952	14.3891643
	93.4162036	14.3889508
	93.4188243	14.388361
	93.4216452	14.3876881
	93.423328	14.3872721
	93.4250855	14.3868221
	93.4272528	14.3862426
	93.4285113	14.3858916
	93.4300026	14.3854639
	93.4330265	14.3845723
	93.4366687	14.3834259
	93.4395977	14.3824451
	93.4413847	14.3818287
	93.4427386	14.3813479
	93.4448431	14.3805751
	93.447699	14.3794914
	93.4497844	14.3786745
	93.4511073	14.3781398
	93.4531771	14.3772774
	93.4559836	14.3760724
	93.4580286	14.3751684
	93.4593232	14.3745794
	93.4613541	14.3736289
	93.4641083	14.3723035
	93.4676507	14.370515
	93.4705145	14.369092
	93.4752949	14.3665617
	93.4772495	14.3654329
	93.4810937	14.3631564
	93.4848859	14.3607987
	93.4886244	14.3583609
	93.4923074	14.355844
	93.4959332	14.3532494
	93.4994999	14.3505782
	93.5030059	14.3478318
	93.504721	14.3464582
	93.5064495	14.3450113
	93.5098291	14.3421183
	93.5131431	14.339154
	93.5163899	14.33612
	93.519568	14.3330175
	93.5226757	14.3298481
	93.5257118	14.3266134
	93.5286747	14.3233148
	93.5301152	14.3216758
	93.5315629	14.3199539
	93.5343752	14.3165323
	93.5371103	14.3130518
	93.5397667	14.3095138
	93.5423432	14.3059201
	93.5448387	14.3022725
	93.5472518	14.2985726
	93.5495816	14.2948223
	93.5507058	14.292968
	93.5518268	14.2910232
	93.5539865	14.2871773
	93.5560595	14.2832863
	93.5580449	14.2793522
	93.5599418	14.2753767
	93.5617492	14.2713618
	93.5634663	14.2673093
	93.5650924	14.2632213
	93.5658679	14.2612078
	93.5666265	14.2590997
	93.568068	14.2549464
	93.5694163	14.2507634
	93.5706706	14.2465527
	93.5726568	14.2387254
	93.5734636	14.2349091
	93.573874	14.233027
	93.5745226	14.2299087
	93.5749941	14.22749
	93.5755035	14.2246902
	93.5759179	14.2222235
	93.5762783	14.2198973
	93.5764664	14.2186286
	93.5767515	14.2166149
	93.5770346	14.2144405
	93.5775523	14.2100853
	93.5776835	14.2088652
	93.5784981	14.2029185
	93.5786315	14.2019055
	93.5795968	14.1942666
	93.5804084	14.1878448
	93.5805416	14.1872668
	93.5808903	14.1855673
	93.5820029	14.1818312
	93.5831624	14.1775947
	93.5842269	14.1733347
	93.5851958	14.1690529
	93.5860687	14.1647516
	93.5864734	14.162639
	93.5868453	14.1604327
	93.587525	14.1560982
	93.5881077	14.1517504
	93.588593	14.1473912
	93.5889807	14.1430226
	93.5892707	14.1386469
	93.5894627	14.134266
	93.5895568	14.1298821
	93.5895793	14.1277337
	93.5895529	14.1254972
	93.5894509	14.1211135
	93.589251	14.1167329
	93.5889532	14.1123577
	93.5885577	14.1079898
	93.5880647	14.1036314
	93.5874744	14.0992845
	93.5867872	14.0949512
	93.5864271	14.092831
	93.5855488	14.0885307
	93.5850152	14.0864063
	93.5838034	14.0811575
	93.5829629	14.0778235
	93.5824	14.0756877
	93.5821917	14.0749316
	93.5815882	14.0728328
	93.5805541	14.0693802
	93.5798971	14.0672727
	93.5796526	14.0665183
	93.5789553	14.0644449
	93.5787275	14.0637109
	93.5783439	14.0614421
	93.5780395	14.0598369
	93.5774208	14.0567166
	93.5770988	14.0551589
	93.5762622	14.0512705
	93.5757177	14.0488838
	93.5745683	14.0441201
	93.5733724	14.0396304
	93.5723322	14.0364272
	93.5720551	14.0348661
	93.5719371	14.0320803
	93.5715418	14.0277124
	93.571049	14.0233539
	93.570459	14.019007
	93.569772	14.0146737
	93.569412	14.0125532
	93.5689883	14.0103561
	93.5681084	14.0060561
	93.5671327	14.0017759
	93.5660617	13.9975176
	93.5648958	13.993283
	93.5636356	13.9890743
	93.5622818	13.9848934
	93.5608349	13.9807423
	93.5601027	13.9787131
	93.5592957	13.9766231
	93.5576649	13.9725375
	93.5559433	13.9684877
	93.5541316	13.9644756
	93.5522309	13.9605029
	93.550242	13.9565717
	93.5481657	13.9526838
	93.5460032	13.948841
	93.5449199	13.9469639
	93.5434988	13.9446349
	93.5406334	13.9400799
	93.5391698	13.9378209
	93.538614	13.9369879
	93.5377521	13.9357172
	93.5360086	13.9331886
	93.5342262	13.9306861
	93.5324051	13.9282102
	93.5305458	13.9257617
	93.5286487	13.9233409
	93.5267144	13.9209485
	93.5247431	13.918585
	93.5237703	13.9174362
	93.5222857	13.9157473
	93.5193236	13.9124524
